Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,1.29kg,28826145.5328,1,2,1,Card onboard
HP,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16gb flash storage,intel hd graphics 400,Chrome OS,1.23kg,6169019.472,1,other,0,Card onboard
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,4.36kg,40139005.604544,1,2,0,Card rời
Dell,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,1.76kg,12097687.536,1,1,2,Card onboard
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.1kg,7849876.98528,1,3,2,Card onboard
Toshiba,Ultrabook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,1.25kg,17465535.648,1,1,1,Card onboard
Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,1.13kg,40042544.5728,1,2,1,Card onboard
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256gb ssd,nvidia geforce gtx 1050,Windows 10,2.4kg,19212089.2128,1,1,1,Card rời
Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb flash storage,intel hd graphics 620,Windows 10,1.13kg,30043926.0,1,1,0,Card onboard
Toshiba,Notebook,14,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128gb ssd,intel hd graphics 510,Windows 10,1.75kg,7995690.172800001,1,other,1,Card onboard
Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.1kg,21759814.1376,1,1,1,Card onboard
Dell,Notebook,14,1366x768,Intel Core i3 6006U 2GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,1.76kg,9373704.912,1,3,2,Card onboard
Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32gb flash storage,intel hd graphics 400,Chrome OS,1.35kg,5688316.656,1,other,0,Card onboard
Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,128gb ssd,intel hd graphics 620,Windows 10,1.5kg,9918501.4368,1,3,1,Card onboard
Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,512gb ssd,nvidia geforce gtx 1080,Windows 10,3.49kg,17609746.4928,1,2,1,Card rời
Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512gb ssd,intel hd graphics 520,Windows 10,1.1kg,33633173.6928,1,2,1,Card onboard
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1tb hdd,nvidia geforce 920,Linux,2.1kg,8316158.7168000005,1,1,2,Card rời
Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.7kg,19003784.6592,1,1,1,Card onboard
Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.32kg,26438654.88,1,1,1,Card onboard
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,3.21kg,44459081.811936006,1,2,0,Card rời
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,2.9kg,38760670.396800004,1,2,0,Card rời
Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.0kg,10719672.7968,1,3,2,Card onboard
Lenovo,Notebook,14,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,16gb flash storage,intel hd graphics 400,Chrome OS,1.5kg,5207613.84,1,other,0,Card onboard
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128gb hdd,intel hd graphics 620,Windows 10,2.3kg,9453822.048,1,1,2,Card onboard
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.73kg,28826145.5328,1,2,0,Card rời
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,4.42kg,28826145.5328,1,2,0,Card rời
HP,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,nvidia geforce 930mx,Windows 10,2.63kg,14581318.752000002,1,1,2,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128gb ssd,intel hd graphics 620,Windows 10,2.18kg,11440566.786527999,1,1,1,Card onboard
HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512gb ssd,intel hd graphics 520,Windows 7,1.54kg,29963808.864000004,1,2,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,256gb ssd,amd radeon r5 m420,Windows 10,2.18kg,11841312.7008,1,2,1,Khác
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32gb flash storage,intel hd graphics 500,Chrome OS,1.4kg,9854407.728,1,other,0,Card onboard
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,512gb ssd,nvidia geforce 940m,Windows 10,1.45kg,16440036.3072,1,1,1,Card rời
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.28kg,36485343.7344,1,1,1,Card onboard
HP,Ultrabook,14,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512gb ssd,intel hd graphics 520,Windows 10,1.54kg,23522391.1296,1,2,1,Card onboard
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128gb ssd,intel hd graphics 400,No OS,1.86kg,4791004.7328,1,other,1,Card onboard
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.1kg,30428488.252800003,1,2,0,Card rời
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,amd radeon r7 m445,Linux,2.83kg,13860264.527999999,1,2,2,Khác
Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256gb ssd,nvidia geforce gt 940mx,Windows 10,1.96kg,30492581.9616,1,2,1,Card rời
Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,nvidia geforce gtx 930mx,Windows 10,2.3kg,12610437.206400001,1,2,1,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128gb ssd,intel hd graphics 620,Windows 10,1.9kg,15142138.704,1,1,1,Card onboard
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1tb hdd,intel hd graphics 505,Windows 10,2kg,7194518.8128,1,other,2,Card onboard
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.28kg,41003950.204799995,1,2,1,Card onboard
Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1tb hdd,intel hd graphics 520,Windows 10,1.62kg,10399204.2528,1,1,2,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1tb hdd,intel hd graphics 520,No OS,2.2kg,7514987.3568,1,3,2,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,intel hd graphics 620,Windows 10,2.3kg,13630488.581952,1,1,2,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256gb ssd,amd radeon r7 m465,Windows 10,1.84kg,21615603.2928,1,1,1,Khác
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,1.05kg,20590103.952000003,1,1,1,Card onboard
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1tb hdd,nvidia geforce gtx 1050,No OS,2.5kg,16295825.4624,1,1,2,Card rời
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16GB,512gb ssd,intel iris plus graphics 640,Windows 10,1.29kg,35892476.928,1,2,1,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.07kg,14581318.752000002,1,1,2,Card onboard
Toshiba,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.2kg,17545652.784,1,1,1,Card onboard
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.37kg,31245683.04,1,2,1,Card onboard
Acer,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.56kg,14453131.3344,1,1,1,Card onboard
Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1tb hdd,nvidia quadro m620,Windows 10,2.23kg,28489653.5616,1,2,2,Card rời
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.38kg,16904715.696000002,1,1,2,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1tb hdd,amd radeon r5 m430,No OS,2.2kg,7675221.6288,1,3,2,Khác
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,2.0kg,22240516.9536,1,2,1,Card onboard
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,180gb ssd,intel hd graphics 620,Windows 10,1.44kg,11777218.992,1,3,1,Card onboard
Samsung,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256gb ssd,nvidia geforce 940mx,Windows 10,1.23kg,29627316.8928,1,2,1,Card rời
Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.6kg,27079591.968,1,2,1,Card onboard
Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1tb hdd,intel hd graphics 505,Linux,2kg,6393187.218528001,1,other,2,Card onboard
Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,nvidia geforce 940mx,Windows 10,1.28kg,14981904.432000002,1,1,1,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128gb ssd +  1tb hdd,nvidia geforce 940mx,Windows 10,2.18kg,14621377.32,1,1,0,Card rời
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,2.04kg,13443655.4208,1,1,1,Card onboard
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,1.28kg,27239826.240000002,1,1,1,Card onboard
HP,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.3kg,10972842.946560001,1,1,2,Card onboard
Asus,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32gb flash storage,intel hd graphics 500,Windows 10,1.65kg,5576152.6656,1,other,0,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1tb hdd,nvidia geforce 940mx,Windows 10,2.2kg,10719672.7968,1,2,2,Card rời
Dell,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,500gb hdd,intel hd graphics,Windows 10,2.2kg,5912644.6368,1,other,2,Card onboard
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,1.28kg,28826145.5328,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1tb hdd,amd radeon r5 m420x,Linux,2.18kg,7301875.77504,1,3,2,Khác
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.2kg,21950492.92128,1,1,0,Card rời
Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32gb flash storage,intel hd graphics 400,Chrome OS,1.25kg,4758957.8784,1,other,0,Card onboard
Lenovo,Notebook,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4GB,500gb hdd,amd radeon r3,Windows 10,2.8kg,6072878.9088,2,other,2,Khác
HP,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,1.95kg,20269635.408,1,1,1,Card onboard
HP,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,256gb ssd,intel hd graphics 620,Windows 10,1.42kg,22416774.6528,1,2,1,Card onboard
Samsung,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.17kg,27223802.8128,1,2,1,Card onboard
Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.32kg,28826145.5328,1,1,1,Card onboard
MSI,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,512gb ssd +  2tb hdd,nvidia geforce gtx 1060,Windows 10,2.43kg,42446058.6528,1,2,0,Card rời
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.05kg,23634555.12,1,1,1,Card onboard
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1tb hdd,nvidia geforce gtx 1050ti,Linux,2.62kg,14885763.868800001,1,2,2,Card rời
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,nvidia geforce 930mx,Windows 10,2.04kg,14421084.48,1,2,2,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1tb hdd,amd radeon r5 m420x,Windows 10,2.18kg,9838384.3008,1,3,2,Khác
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,500gb hdd,intel hd graphics 620,Windows 10,1.9kg,14981904.432000002,1,1,2,Card onboard
Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8GB,512gb ssd,intel hd graphics 615,Windows 10,1.24kg,32256761.29632,1,2,1,Card onboard
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,256gb ssd +  256gb ssd,nvidia geforce gtx 980m,Windows 10,3.58kg,20493963.3888,1,2,1,Card rời
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16GB,256gb ssd,intel hd graphics 615,Windows 10,1.22kg,26422631.452800002,1,2,1,Card onboard
Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb flash storage,intel hd graphics 620,Windows 10,1.13kg,32832002.3328,1,2,0,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,1.95kg,31453827.359328,1,1,1,Card onboard
LG,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512gb ssd,intel hd graphics 620,Windows 10,1.08kg,33633173.6928,1,2,1,Card onboard
HP,Netbook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,1.26kg,23762742.537600003,1,2,1,Card onboard
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16gb flash storage,intel hd graphics,Chrome OS,2.20kg,5752410.364800001,1,other,0,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 960m,Windows 10,2.6kg,12642484.0608,1,1,0,Card rời
LG,Ultrabook,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,0.98kg,30428488.252800003,1,2,1,Card onboard
Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.6kg,19308229.776,1,1,1,Card onboard
HP,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,240gb ssd,intel hd graphics 515,Windows 10,1.09kg,24019117.3728,1,other,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256gb ssd,nvidia geforce 940mx,Windows 10,2.2kg,12642484.0608,1,2,1,Card rời
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,2.04kg,16327712.082528,1,2,1,Card rời
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1tb hdd,intel hd graphics 620,Windows 10,2.4kg,7995690.172800001,1,3,2,Card onboard
Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,1.44kg,14116639.363200001,1,1,1,Card onboard
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.49kg,15382490.112000002,1,1,1,Card onboard
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,Windows 10,2.7kg,25621460.092800003,1,2,0,Card rời
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,Windows 10,2.6kg,21615603.2928,1,2,0,Card rời
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.2kg,17944796.355552,1,1,0,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1tb hdd,amd radeon r5 m420,Windows 10,2.18kg,10975887.397728002,1,1,2,Khác
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,amd radeon r7 m365x,Windows 10,1.84kg,20782224.844128,1,2,1,Khác
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,1.37kg,29242754.64,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,1.95kg,11695499.51328,1,1,2,Card onboard
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.36kg,26438654.88,1,2,1,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,2.31kg,18667292.688,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1tb hdd,intel hd graphics 620,Windows 10,2.18kg,11345547.863232002,1,1,2,Card onboard
HP,Notebook,14,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,1.95kg,18410917.8528,1,1,2,Card onboard
Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1tb hdd,intel hd graphics 505,Windows 10,2.2kg,4951239.0048,1,other,2,Card onboard
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,1.26kg,25300991.5488,1,1,2,Card onboard
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,1tb hdd,intel hd graphics 400,No OS,1.86kg,4629168.11808,1,other,2,Card onboard
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16GB,1tb ssd,intel iris graphics 540,Windows 10,1.3kg,28826145.5328,1,2,1,Card onboard
Toshiba,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,1.47kg,17705887.056,1,1,1,Card onboard
HP,Netbook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.26kg,26743099.9968,1,1,1,Card onboard
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1tb hdd,intel hd graphics 520,Windows 10,2.18kg,8950686.43392,1,3,2,Card onboard
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.2kg,19212089.2128,1,2,0,Card rời
Dell,Gaming,17.3,2560x1440,Intel Core i7 6820HK 2.7GHz,16GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1080,Windows 10,4.36kg,44192612.217599995,1,2,0,Card rời
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 965m,Windows 10,2.75kg,22416774.6528,1,1,0,Card rời
Asus,Notebook,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,4GB,1tb hdd,nvidia geforce 920mx,Windows 10,2.8kg,8492416.416000001,1,other,2,Card rời
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.23kg,9918501.4368,1,1,2,Card onboard
Toshiba,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,2.2kg,17930215.0368,1,1,1,Card onboard
Lenovo,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8GB,256gb ssd,intel hd graphics 515,Windows 10,1.1kg,20814431.932800002,1,other,1,Card onboard
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,AMD FX 8800P 2.1GHz,16GB,512gb ssd +  1tb hdd,amd radeon r9 m385,Windows 10,2.5kg,16007403.7728,2,other,0,Khác
Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics,Windows 10,1.36kg,23589689.523840003,1,1,1,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,nvidia geforce 920mx,No OS,2.2kg,10976047.632000001,1,2,2,Card rời
Dell,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,4GB,1tb hdd,amd radeon r7 m445,Windows 10,2.36kg,10559438.524799999,1,3,2,Khác
Acer,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32gb flash storage,intel hd graphics 400,Chrome OS,1.68kg,5592176.092800001,1,other,0,Card onboard
HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,8gb ssd,nvidia quadro m1000m,Windows 10,2.0kg,36036687.7728,1,2,1,Card rời
Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.36kg,28441583.28,1,2,1,Card onboard
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 7,1.2kg,23394203.712,1,1,1,Card onboard
Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,8GB,64gb flash storage,intel hd graphics 515,Chrome OS,1.2kg,18571152.1248,1,other,0,Card onboard
Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.7kg,23858722.866528,1,2,1,Card onboard
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,4.36kg,20814431.932800002,1,2,0,Card rời
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256gb ssd,intel hd graphics 615,Windows 10,1.24kg,30428488.252800003,1,1,1,Card onboard
